Run Fondo;run_fondo_largo;nombre_fm;nombre_corto;vigencia;estado_liquidacion;tipo_fondo;rut_agf;razon_social_agf;fecha_deposito_fm;fecha_modificacion;fecha_inicio_operaciones;num_fecha_resolucion;fecha_cumplimiento_artley;fecha_termino_operaciones;numero_registro
10488;10488-4;FONDO MUTUO PRUDENTIAL LIQUIDEZ PESOS;FFMM PRU LIQ PESOS;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;77244875-9;PRUDENTIAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-08-10;2023-10-19;2023-07-04;-;2023-07-12;;FM232247
10490;10490-6;FONDO MUTUO PRINCIPAL ESTRUCTURADO DEUDA PESOS;ESTRUCTURADO PESOS;Vigente;;7-FM ESTRUCTURADO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-03;;2023-07-06;-;2023-07-19;;FM232249
10494;10494-9;FONDO MUTUO SANTANDER ESTRUCTURADO AHORRO+ UF IV;EST AHORRO UF IV;Vigente;;7-FM ESTRUCTURADO;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-11;;2023-07-21;-;2023-07-28;;FM232253
10499;10499-K;FONDO MUTUO BCI ESTRUCTURADO INVERSION UF II;FM BCI EST INV UFII;Vigente;;7-FM ESTRUCTURADO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-26;;2023-07-27;-;2023-08-02;;FM232258
10500;10500-7;FONDO MUTUO BANCOESTADO ESTRUCTURADO RENTA NOMINAL VII;RENTA NOMINAL VII;Vigente;;7-FM ESTRUCTURADO;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-26;;2023-07-27;-;2023-08-01;;FM232259
8011;8011-K;FONDO MUTUO PRINCIPAL VISION MONEY MARKET;VISION MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;1980-11-04;Res. 469 (04/11/1980);1980-11-04;;FM110290
8023;8023-3;FONDO MUTUO BANCHILE HORIZONTE;HORIZONTE;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-07;2022-11-02;1982-06-21;Res. 100 (21/06/1982);1982-06-21;;FM110188
8026;8026-8;FONDO MUTUO BANCHILE CAPITAL FINANCIERO;CAPITAL FINANCIERO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-09;2023-06-12;1985-03-11;Res. 18 (11/03/1985);1985-03-11;;FM110177
8028;8028-4;FONDO MUTUO BANCHILE RETORNO L.P. UF;RETORNO L.P. UF;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-25;2022-11-02;1986-11-17;Res. 186 (17/11/1986);1986-11-17;;FM110196
8029;8029-2;FONDO MUTUO BICE RENTA PESOS;BICE RENTA PESOS;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-25;2023-08-11;1987-04-20;Res. 23 (20/04/1987);1987-04-20;;FM110334
8032;8032-2;FONDO MUTUO BICE ESTRATEGIA BALANCEADA;BICE EST BALANCEADA;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-16;2023-01-10;1987-10-13;Res. 130 (13/10/1987);1987-10-13;;FM110353
8036;8036-5;FONDO MUTUO BCI RENDIMIENTO;RENDIMIENTO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;1988-05-03;Res. 36 (03/05/1988);1988-05-03;;FM110451
8037;8037-3;FONDO MUTUO BCI DEPOSITO EFECTIVO;DEPOSITO EFECTIVO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-15;2022-12-12;1988-05-04;Res. 36 (04/05/1988);1988-05-04;;FM110426
8038;8038-1;FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS;CAPITALES ACC CHI;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-05;2022-03-31;1988-07-05;Res. 73 (05/07/1988);1988-07-05;;FM110289
8043;8043-8;FONDO MUTUO BANCHILE ACCIONES;BANCHILE-ACCIONES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-11;2022-10-21;1989-03-07;Res. 0 (07/03/1989);1989-03-07;;FM110203
8049;8049-7;FONDO MUTUO SCOTIA MONEY MARKET;MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2022-07-11;2023-07-24;1992-07-14;Res. 114 (14/07/1992);1992-07-14;;FM110075
8052;8052-7;FONDO MUTUO BANCHILE DISPONIBLE;DISPONIBLE;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-20;2022-11-09;1992-10-14;Res. 227 (14/10/1992);1992-10-14;;FM110184
8054;8054-3;FONDO MUTUO BANCHILE EMERGING;EMERGING;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-05;2022-10-13;1992-10-14;Res. 227 (14/10/1992);1992-10-14;;FM110209
8971;8971-0;FONDO MUTUO ITAU GESTIONADO ACCIONES;G. ACCIONES;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-30;2023-04-18;2013-01-23;-;2013-01-23;;FM130604
8055;8055-1;FONDO MUTUO SECURITY FIRST;FIRST;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2017-07-06;2020-03-11;1992-10-14;Res. 228 (14/10/1992);1992-10-14;;FM110459
8057;8057-8;FONDO MUTUO SANTANDER MONEY MARKET;MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-12;2023-11-23;1992-12-15;Res. 306 (15/12/1992);1992-12-15;;FM110400
8058;8058-6;FONDO MUTUO SANTANDER ACCIONES GLOBAL EMERGENTE;GLOBAL EMERGENTE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-04-08;2021-07-29;1992-12-15;Res. 270 (15/12/1992);1992-12-15;;FM110404
8059;8059-4;FONDO MUTUO SANTANDER MONETARIO;MONETARIO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-12;2023-11-23;1993-03-01;Res. 23 (01/03/1993);1993-03-01;;FM110403
8063;8063-2;FONDO MUTUO BICE LIQUIDEZ PESOS;BICE LIQUIDEZ PESOS;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2021-03-31;1993-05-19;Res. 115 (19/05/1993);1993-05-19;;FM110348
8064;8064-0;FONDO MUTUO BCI ESTRATEGIA UF HASTA 3 AÑOS;FM BCI EST. UF H 3A;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-14;2022-12-14;1993-06-22;Res. 138 (22/06/1993);1993-06-22;;FM110424
8076;8076-4;FONDO MUTUO SANTANDER ACCIONES CHILENAS;ACCIONES CHILENAS;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-08-23;2021-08-30;1995-01-30;Res. 127 (30/01/1995);1995-01-30;;FM110383
8077;8077-2;FONDO MUTUO SANTANDER RENTA LARGO PLAZO UF;LARGO PLAZO UF;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-01-05;2023-11-23;1995-03-01;Res. 198 (01/03/1995);1995-03-01;;FM110398
8078;8078-0;FONDO MUTUO BANCHILE INVERSIÓN USA;INVERSION USA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-09-14;2022-10-13;1995-06-22;Res. 126 (22/06/1995);1995-06-22;;FM110233
8082;8082-9;FONDO MUTUO SANTANDER RENTA LARGO PLAZO PESOS;LARGO PLAZO PESOS;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-01-05;2023-11-22;1995-11-22;Res. 230 (22/11/1995);1995-11-22;;FM110407
8088;8088-8;FONDO MUTUO BANCHILE GLOBAL ACCIONARIO;FM BCH GLOBAL ACC;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-05;2022-10-13;1996-05-13;Res. 276 (13/05/1996);1996-05-13;;FM110212
8089;8089-6;FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO;PROGRESION DEUDA LP;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;1996-07-01;Res. 0 (01/07/1996);1996-07-01;;FM110292
8090;8090-K;FONDO MUTUO SANTANDER GO ACCIONES GLOBALES ESG;GO ACCIONES GLOBALES;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-04-08;2023-02-17;1996-08-12;Res. 190 (12/08/1996);1996-08-12;;FM110378
8092;8092-6;FONDO MUTUO ITAU PERFORMANCE;ITAU PERFORMANCE;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2023-03-22;1996-09-09;Res. 193 (09/09/1996);1996-09-09;;FM110484
8097;8097-7;FONDO MUTUO PRINCIPAL EUROPE EQUITY;EUROPE EQUITY;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;1996-11-25;Res. 299 (25/11/1996);1996-11-25;;FM110281
8098;8098-5;FONDO MUTUO PRINCIPAL LATAM EQUITY;LATAM EQUITY;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;1996-11-25;Res. 299 (25/11/1996);1996-11-25;;FM110279
8100;8100-0;FONDO MUTUO BICE TESORERIA;BICE TESORERIA;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-10-07;2021-02-16;1997-01-23;Res. 19 (23/01/1997);1997-01-23;;FM110349
8106;8106-K;FONDO MUTUO SCOTIA DEUDA MEDIANO PLAZO UF;DEUDA M. PLAZO UF;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2022-12-12;2023-04-11;1997-03-11;Res. 55 (11/03/1997);1997-03-11;;FM110126
8107;8107-8;FONDO MUTUO BCI COMPETITIVO;COMPETITIVO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-14;2022-12-29;1997-03-26;Res. 64 (26/03/1997);1997-03-26;;FM110421
8108;8108-6;FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS;FM BCI EST UF H5AÑOS;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-14;2022-12-14;1997-04-03;Res. 64 (03/04/1997);1997-04-03;;FM110446
8113;8113-2;FONDO MUTUO PRINCIPAL USA EQUITY;USA EQUITY;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;1997-08-01;Res. 18 (01/08/1997);1997-08-01;;FM110282
8114;8114-0;FONDO MUTUO BICE ACCIONES EUROPA;BICE ACCIONES EUROPA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;1997-08-20;Res. 321 (20/08/1997);1997-08-20;;FM110336
8115;8115-9;FONDO MUTUO BANCHILE LIQUIDEZ;LIQUIDEZ;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-08-30;2022-11-09;1997-08-28;Res. 311 (28/08/1997);1997-08-28;;FM110189
8116;8116-7;FONDO MUTUO SCOTIA PORTAFOLIO ARRIESGADO;ARRIESGADO;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-03-19;1998-01-14;Res. 8 (14/01/1998);1998-02-16;;FM110116
8118;8118-3;FONDO MUTUO SECURITY GOLD;GOLD;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2017-07-06;2020-03-12;1998-03-10;Res. 54 (10/03/1998);1998-07-10;;FM110462
8125;8125-6;FONDO MUTUO BANCHILE ESTRATEGICO;ESTRATEGICO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-21;2022-11-02;1998-09-28;Res. 220 (28/09/1998);1998-09-28;;FM110231
8129;8129-9;FONDO MUTUO BANCHILE EUROPA DESARROLLADA;EUROPA DESARROLLADA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-09-14;2022-10-13;1999-02-01;Res. 316 (01/02/1999);1999-06-15;;FM110210
8131;8131-0;FONDO MUTUO BANCHILE ASIA DESARROLLADA;BCH ASIA DESARROLLAD;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-13;2022-10-13;1999-04-21;Res. 316 (21/04/1999);1999-06-10;;FM110201
8135;8135-3;FONDO MUTUO BANCHILE ALIANZA;ALIANZA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-07;2022-11-02;1999-08-23;Res. 332 (23/08/1999);1999-09-10;;FM110176
8141;8141-8;FONDO MUTUO BICE RENTA UF;BICE RENTA UF;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-09;2023-08-11;1999-11-22;Res. 288 (22/11/1999);2000-04-04;;FM110346
8142;8142-6;FONDO MUTUO BICE ACCIONES CHILE SELECTIVO;BICE CHILE SELECTIVO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-10;2022-09-07;1999-11-24;Res. 353 (24/11/1999);2000-05-18;;FM110354
8152;8152-3;FONDO MUTUO banchile DEPÓSITO XXI;DEPOSITO XXI;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-07;2022-11-02;2000-06-12;Res. 132 (12/06/2000);2000-07-05;;FM110182
8159;8159-0;FONDO MUTUO SANTANDER ACCIONES ASIA EMERGENTE;ASIA EMERGENTE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-04-08;2021-07-29;2000-07-17;Res. 190 (17/07/2000);2000-08-17;;FM110386
8160;8160-4;FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA;LATINOAMÉRICA;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-04-08;2021-08-30;2000-07-17;Res. 190 (17/07/2000);2000-11-14;;FM110399
8170;8170-1;Fondo Mutuo Consorcio Acciones Chilenas;CONSORCIO ACCIONES C;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-26;2023-08-11;2000-10-13;Res. 253 (13/10/2000);2001-03-27;2023-12-01;FM110042
8172;8172-8;FONDO MUTUO LARRAINVIAL CUENTA ACTIVA DEFENSIVA DÓLAR;CA DEFENSIVA DÓLAR;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2000-10-16;Res. 253 (16/10/2000);2000-12-19;;FM110012
8174;8174-4;FONDO MUTUO BCI ESTRATEGIA PESOS MAYOR A 1 AÑO;FM BCI EST.$>a 1 año;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-06;2022-12-14;2000-11-02;Res. 294 (02/11/2000);2000-11-08;;FM110427
8177;8177-9;FONDO MUTUO LARRAINVIAL MONETARIO;MONETARIO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-09;2023-07-28;2000-11-09;Res. 253 (09/11/2000);2001-03-26;;FM110017
8178;8178-7;FONDO MUTUO BICE ACCIONES ASIA;BICE ACCIONES ASIA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2000-12-14;Res. 309 (14/12/2000);2001-04-24;;FM110335
8183;8183-3;FONDO MUTUO BICE ACCIONES NORTEAMERICA;BICE NORTEAMERICA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2000-12-15;Res. 330 (15/12/2000);2000-12-19;;FM110339
8187;8187-6;FONDO MUTUO SCOTIA LIQUIDEZ;SCOTIA LIQUIDEZ;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-08-13;2023-04-11;2001-04-09;Res. 71 (09/04/2001);2001-04-18;;FM110088
8189;8189-2;FONDO MUTUO BANCHILE US MID CAP;US MID CAP;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-09-14;2022-10-19;2001-06-12;Res. 194 (12/06/2001);2001-06-14;;FM110223
8202;8202-3;FONDO MUTUO BTG PACTUAL MONEY MARKET;BTG MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-01-16;2023-06-08;2002-01-22;Res. 252 (22/01/2002);2002-01-30;;FM110102
8203;8203-1;FONDO MUTUO BTG PACTUAL RENTA CHILENA;RENTA CHILENA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-01-27;2021-12-22;2002-02-05;Res. 252 (05/02/2002);2002-02-06;;FM110105
8204;8204-K;FONDO MUTUO BTG PACTUAL ACCIONES CHILENAS;BTG ACCIONES CHILENA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-03;2023-07-25;2002-01-04;Res. 252 (04/01/2002);2002-01-22;;FM110091
8205;8205-8;FONDO MUTUO BTG PACTUAL ACCIONES USA;ACCIONES USA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-07;2021-09-13;2002-02-07;Res. 252 (07/02/2002);2002-02-07;;FM110095
8206;8206-6;FONDO MUTUO BTG PACTUAL ACCIONES LATINOAMERICANAS;ACC. LATINOAMERICANA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-09-15;2023-08-24;2002-02-07;Res. 252 (07/02/2002);2002-02-07;;FM110094
8207;8207-4;FONDO MUTUO BTG PACTUAL RENTA LATINOAMERICANA HIGH YIELD;BTG HIGH YIELD;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-02-12;2020-08-04;2002-02-07;Res. 252 (07/02/2002);2002-02-07;;FM110107
8209;8209-0;FONDO MUTUO SANTANDER TESORERIA;TESORERIA;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-12;2023-11-23;2001-09-04;Res. 284 (04/09/2001);2001-11-29;;FM110413
8230;8230-9;FONDO MUTUO SANTANDER MONEY MARKET DOLAR;MARKET DOLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-10-20;2023-01-25;2001-12-05;Res. 306 (05/12/2001);2001-12-07;;FM110401
8234;8234-1;FONDO MUTUO ITAU CONVENIENCIA;ITAU CONVENIENCIA;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2022-09-24;2002-04-01;Res. 138 (01/04/2002);2002-04-11;;FM110238
8238;8238-4;FONDO MUTUO SCOTIA MONEY MARKET DOLAR;MONEY MARKET DOLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2017-08-21;2021-09-24;2002-07-03;Res. 246 (03/07/2002);2002-07-30;;FM110076
8240;8240-6;FONDO MUTUO LARRAINVIAL AHORRO ESTRATEGICO;AHORRO ESTRATEGICO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-28;2023-09-14;2002-08-06;Res. 323 (06/08/2002);2002-08-31;;FM110009
8244;8244-9;FONDO MUTUO SCOTIA DEUDA LATAM DOLAR;DEUDA LATAM DOLAR;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-09-24;2002-10-03;Res. 358 (03/10/2002);2002-11-04;;FM110121
8245;8245-7;FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER;PORTFOLIO LIDER;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2003-01-09;Res. 359 (09/01/2003);2003-01-14;;FM110035
8247;8247-3;FONDO MUTUO ZURICH ACCIONES LATAM;ACCIONES LATAM;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-07-19;2021-12-14;2002-09-23;Res. 369 (23/09/2002);2003-03-04;;FM110054
8248;8248-1;FONDO MUTUO BANCHILE CORPORATE DOLLAR;CORPORATE DOLLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-09;2023-07-07;2002-10-09;Res. 389 (09/10/2002);2002-10-13;;FM110232
